,SPY,TLT,BIL,BTC-USD
2005-04-26,94.14252600318726,94.88791155002752,100.36596735609339,154.07606687003124
2005-04-27,95.5809240515592,95.87209352706202,100.36567713405728,150.46814922244835
2005-04-28,95.13334704987498,94.80121726514687,100.37849981344185,150.32731332543852
2005-04-29,94.4117666982835,95.57545927930752,100.36887594052928,146.8182898345937
2005-05-02,93.98525489225142,95.4754955850909,100.37625441089546,153.79933048479748
2005-05-03,94.89259053330889,95.99655398387313,100.36135166944233,157.56921850095472
2005-05-04,95.25199727293861,96.07131695490291,100.36368870910877,160.15577629516648
2005-05-05,94.79501609672978,96.75700995652468,100.37312644866057,166.2222042064899
2005-05-06,95.32896555061721,96.56115714674556,100.37291598075618,156.2818350745498
2005-05-09,95.46917305696789,95.95362113676826,100.36739107776982,159.16431889199396
2005-05-10,96.44166500581586,96.80022240433307,100.3809017176543,153.03340904008348
2005-05-11,95.8128141453586,96.7633527604945,100.3848821939263,153.12252483918053
2005-05-12,95.54677822888688,96.9210142107649,100.38498688886321,151.8131392519482
2005-05-13,95.21990491051075,97.66813096187555,100.39042671035725,154.94839913656136
2005-05-16,93.8739573210035,97.09269656277407,100.42191586571818,156.13307550970495
2005-05-17,94.19887412217443,97.46873127392519,100.43852065812465,162.55850040722066
2005-05-18,94.49188468646557,97.1529941323219,100.45521930209644,159.75324221112936
2005-05-19,94.5439624303629,97.10509613876125,100.46461735316063,163.27954449017278
2005-05-20,94.36944644033342,97.1763396028976,100.47131317194875,164.20480011459406
2005-05-23,93.08095362920217,96.33077609025251,100.45226298420971,156.28048859689255
2005-05-24,92.73595342819013,95.9095194623832,100.45046508612651,152.09865811863625
2005-05-25,92.46450183046632,96.7157768294419,100.45066021704937,151.5364496117257
2005-05-26,91.7689124010967,97.25904357783102,100.4368493354933,156.7142642350107
2005-05-27,91.66678671384298,97.25166769861858,100.43024645842607,159.01979617961487
2005-05-30,92.08300054433154,97.42270816971036,100.41537438125215,153.5773397249673
2005-05-31,93.86589861828251,97.2799395716148,100.42001031974029,153.0537198060355
2005-06-01,94.07670060039442,98.10093365226952,100.4332533689805,162.44114626697174
2005-06-02,94.36603386067002,98.01243528271772,100.4493907282141,163.11311656408085
2005-06-03,94.34296521952056,98.17817946160959,100.45857968240045,161.64187421689647
2005-06-06,92.57991104183859,98.88272383440805,100.4539244685738,164.15575923102733
2005-06-07,92.60165447505487,98.4511769924418,100.43953881204702,168.04654495552688
2005-06-08,92.7037294731916,99.40150012492037,100.4269148807955,165.88125675012841
2005-06-09,95.03359864215629,98.5185396148871,100.41919222601243,168.51499381103793
2005-06-10,94.8983078942631,99.51139495388432,100.41528732833585,166.98712146120684
2005-06-13,95.23192037358494,99.3187355690246,100.41870397356966,170.72426452688856
2005-06-14,95.24647964888577,99.20390399314616,100.41354080312827,171.72996612620685
2005-06-15,94.18097819944794,98.10868683893548,100.42196525714144,174.35039965751926
2005-06-16,95.30439039434437,97.8704035699679,100.42465381924148,170.51896133661378
2005-06-17,96.06866778251735,97.28916698208116,100.42978095687755,166.45402947052284
2005-06-20,96.87663596966696,96.96364929160923,100.44625395724948,171.30864778052148
2005-06-21,96.04409031351648,96.91285335241284,100.43942128429717,171.03765609673144
2005-06-22,97.43941339358159,97.49886111807207,100.44864869991468,172.63703644745314
2005-06-23,96.1221776480419,97.64955731836262,100.45353077315784,171.18829012121304
2005-06-24,96.73433855510876,97.859119119569,100.45520346225771,175.94078574519648
2005-06-27,98.90162848535678,97.24523748107985,100.46911908281373,172.87338140968694
2005-06-28,97.97142274330619,96.7605162086891,100.48297391654486,172.3084247688643
2005-06-29,97.46559851202296,97.83381773131065,100.47848744424415,176.5092670117752
2005-06-30,97.61145711068706,97.43160273244465,100.48168104662258,182.8616644896238
2005-07-01,97.16881291706201,98.42903436000424,100.48953079293452,180.13468894874416
2005-07-04,95.7106360752146,98.31501739573486,100.49181183747298,190.86900863572694
2005-07-05,95.82411345255115,98.34586153184406,100.50271541342939,192.81534778879586
2005-07-06,94.85408239342587,99.00696119332251,100.51056660533533,186.93682280144438
2005-07-07,95.35073118898629,99.79222050364628,100.53401131052632,189.15605478203872
2005-07-08,94.5217288245101,99.75580878109771,100.5236535010959,187.13398101397502
2005-07-11,96.03401448419082,99.55335852488594,100.52744891247,189.72055711996524
2005-07-12,95.32984191122283,99.54982212167978,100.52334234093436,189.6284122301955
2005-07-13,95.07048609792268,99.78154873923741,100.53444119810682,190.20264701821665
2005-07-14,95.89143611401529,100.34509717749633,100.52320977293803,185.15318493890246
2005-07-15,94.75908836242883,100.37774738032046,100.53171717994837,190.8006971914035
2005-07-18,95.02200686703068,100.78059517941523,100.53040978073639,184.33564051832226
2005-07-19,96.31159114820034,101.80151857158657,100.5280557419008,178.3515624153756
2005-07-20,94.81155426312796,102.06496641260503,100.5185407794843,180.45982243250526
2005-07-21,95.03401427122999,102.28643893221194,100.51889183097691,189.28165993743224
2005-07-22,95.32850833014011,101.38494098776731,100.53481905471796,187.43090306453723
2005-07-25,96.12147266575437,99.81505795200071,100.5395925616966,191.5223640510184
2005-07-26,94.98055816264171,100.07759694490788,100.5509302146719,197.84264138537458
2005-07-27,93.77387138032007,100.05068153679892,100.57269588954993,202.83629512757736
2005-07-28,94.31020312843226,99.77167059644863,100.58037718536656,201.10483407201
2005-07-29,94.637445078583,99.94738658950176,100.57978577705293,194.68327486848384
2005-08-01,94.92182383479414,99.94114763623766,100.5895143791125,181.94584380299318
2005-08-02,95.29813970580906,100.64739989570755,100.58906880632786,180.656718384227
2005-08-03,94.69773786645806,100.72959512563442,100.58902431896841,187.18612569816491
2005-08-04,94.96502573271395,100.30839032360194,100.57876531680607,181.02302633884597
2005-08-05,95.29082459526391,100.93441473019573,100.59311043855381,184.9704679300203
2005-08-08,94.65775865081626,100.8331990667982,100.59425717410355,179.8459395617067
2005-08-09,96.47118786386952,101.18200329596243,100.60111869073931,180.56211797821672
2005-08-10,96.97653570509512,100.92252566706605,100.59572685377998,184.5405782607708
2005-08-11,95.86973911162688,100.55930940158157,100.60514208699082,181.03710064514433
2005-08-12,96.54711021290792,100.64026058900821,100.60250682344274,182.10785189459392
2005-08-15,95.654356781635,100.67819913536036,100.60611132351973,179.98579642597642
2005-08-16,96.45506467506294,100.99825132600411,100.61997309542805,183.93728735244812
2005-08-17,97.62081632245449,100.86575429353925,100.63296071215501,185.38294523148576
2005-08-18,96.86846995202673,99.78465913136138,100.63777066504842,185.84551836108733
2005-08-19,97.85011190328477,99.55548936237186,100.62500847704416,194.6825654596932
2005-08-22,98.3029435581592,100.05952992494889,100.66015488636629,198.70649527954018
2005-08-23,99.16020436503177,99.91101591972644,100.68276173754636,194.75013848093445
2005-08-24,101.09064826519554,99.79329072819642,100.69507196535406,194.4042783945929
2005-08-25,100.89312915209507,100.41383125994288,100.69252232805314,194.11715036097544
2005-08-26,100.18310771489986,100.01500365229941,100.69641316604172,194.74018627795073
2005-08-29,99.34205606958601,99.11918733635105,100.69597593788808,209.64468063058183
2005-08-30,98.58128438690899,99.05339333638217,100.7137372574082,212.14481017334563
2005-08-31,98.55456717367775,98.79535491736547,100.72141670898893,199.3573410934952
2005-09-01,98.9400653094496,98.25222963525496,100.7185545703498,196.27049817387666
2005-09-02,99.26329339966668,98.17831735821333,100.71884912076428,185.04948560431288
2005-09-05,100.13401438181005,98.49730203793328,100.73517754115709,183.36665525821036
2005-09-06,100.19710070528389,98.52136183901919,100.75633291410242,172.58115568885611
2005-09-07,101.70359825871147,98.73238340761,100.77676963912951,168.20661788987567
2005-09-08,101.48528453540027,99.8362555076171,100.78943760221442,160.66732042662537
2005-09-09,104.29659859622566,99.66081593448565,100.79193088224945,162.64751387522617
2005-09-12,105.0012966577699,99.85715689152363,100.76429863504993,162.78026366604627
2005-09-13,104.15377075746161,99.58202244674915,100.77233116211981,164.38997640584464
2005-09-14,103.09047272535092,99.10620377774032,100.77735134984873,164.00587237796995
2005-09-15,103.63940105535723,98.78812777632895,100.7838009199066,157.27688650956483
2005-09-16,103.45962526359158,98.53399023703686,100.78938330790197,159.82565928214788
2005-09-19,104.25005731179124,98.77607394246374,100.78105546252662,169.17014403857567
2005-09-20,104.79553283528602,100.19790166626812,100.7917121375681,171.38227667976452
2005-09-21,104.77160915462676,99.79748473786753,100.80312393964826,169.3295046753595
2005-09-22,103.93679555456352,99.57795503781747,100.81504228392693,162.21055105190757
2005-09-23,102.41428028945508,99.57011446096016,100.82962595610516,157.92137818117877
2005-09-26,102.00819235505556,99.83644391531571,100.84075806754453,160.19405469182135
2005-09-27,102.93279338067296,100.02426670362968,100.84166533777896,165.47942377185117
2005-09-28,103.20463244864979,100.82491842464204,100.84599309047475,166.90684683910544
2005-09-29,101.97057463703412,99.38732120470195,100.85195434790263,171.04557227712183
2005-09-30,102.19815350960482,97.99375400684994,100.85808311561249,174.81376564207477
2005-10-03,102.64303983359409,97.73159435142001,100.87319385169961,177.61009218615007
2005-10-04,101.78714321319877,98.40435921059,100.8847304036822,174.24363358120408
2005-10-05,101.9945091785488,97.50948097055637,100.9107318634881,175.29218042882167
2005-10-06,102.10487612981618,95.77909780448473,100.9380430400407,170.97099432106725
2005-10-07,100.98890016108055,96.13607382309914,100.94389390949252,171.19716647904076
2005-10-10,101.40072013129218,96.30546013831855,100.91021240912292,173.03341118252115
2005-10-11,102.02006003948006,95.70439364277915,100.92773882243054,181.88640857637097
2005-10-12,103.17599959804555,95.16718214148433,100.92733131317095,174.88524435277102
2005-10-13,104.31485839881631,94.64200563294457,100.92428851640453,177.55140993936237
2005-10-14,102.92990197762741,94.7331659394685,100.92531345024128,185.5833204262102
2005-10-17,102.01606453430993,94.40558891531593,100.92585195696377,189.9566717250224
2005-10-18,102.59249127714713,94.71376496338667,100.93707763478288,194.85534338382953
2005-10-19,103.17089332965853,93.11994446002443,100.92638399963423,198.44669241578794
2005-10-20,103.75385807535903,92.66914045481542,100.9205532730508,206.3349553240787
2005-10-21,107.80309256723528,92.07083848097166,100.92906247582947,199.76848051133666
2005-10-24,108.472431739219,91.95685072534874,100.94039624464972,191.62236137091517
2005-10-25,109.75844361898754,91.68757471610283,100.95191901124669,191.73924637141567
2005-10-26,110.86042032850487,92.15399515560348,100.9490213249283,179.4612499777537
2005-10-27,111.63798561784984,91.15356948306098,100.94419328000563,186.23041600666582
2005-10-28,111.34184437666967,91.2057958165975,100.94412630521121,193.19942929995443
2005-10-31,112.24256562720645,91.53869866221697,100.95159488606686,190.84229644551993
2005-11-01,111.43124806140912,92.58589081312017,100.9716385967707,188.87220891904133
2005-11-02,111.22307375630778,92.34603819078129,100.95601386994342,188.61337386293386
2005-11-03,110.73884903639772,92.5535168022517,100.95883328109203,189.05861827372306
2005-11-04,110.88488494053077,91.57955978561012,100.95042665670162,189.9311649316418
2005-11-07,113.5069338714231,90.29270787624112,100.93879471771254,193.26388009443636
2005-11-08,111.4442118709996,90.77745748420675,100.95360200128098,192.41761803484277
2005-11-09,112.2647312374824,90.80166222553059,100.96414786263446,198.01616239331904
2005-11-10,110.51035246468584,91.47096819132372,100.97373373722345,200.8237213468592
2005-11-11,110.0440740726411,90.74465052995617,100.98808236570093,197.32760058628702
2005-11-14,111.29742171121863,91.05494395288304,100.98828718067332,205.3891000442602
2005-11-15,111.42461242600297,92.10325105844211,100.9889674628579,197.1842759240398
2005-11-16,110.27945179046674,92.36281953986266,101.01609037904453,196.7968138846255
2005-11-17,109.5457585071532,92.54380347185844,101.01865041917331,202.66283925037084
2005-11-18,110.3450018952748,92.57631748647378,101.03112755708834,198.42876806895885
2005-11-21,109.59425132261171,91.73153185866872,101.03624358689409,200.4302534525179
2005-11-22,109.88627461894886,92.50514400985949,101.02262128916779,203.85764844939916
2005-11-23,109.99129495340394,92.1938507094243,101.00701704207948,198.75800340332157
2005-11-24,109.32958694062813,92.5005703887834,101.00621924603455,198.48484400091212
2005-11-25,111.72821695119583,91.66083117052956,101.02193683645409,197.71172272637426
2005-11-28,112.49234748022181,91.03966790079534,101.03495140829047,194.59734086918198
2005-11-29,110.2704632184091,91.85087908256843,101.04923853004797,208.19001291451383
2005-11-30,110.53120248660527,91.6870342230042,101.04431696549693,203.5904312774766
2005-12-01,109.85498755044647,92.51401944311529,101.06569665455199,209.89112938169106
2005-12-02,110.84635557803794,92.4983490526691,101.06099817802665,207.58567881353264
2005-12-05,110.02329840007417,91.50386353865056,101.06820205255221,200.98464402979045
2005-12-06,109.95207323190546,92.0210804891908,101.07315083392203,201.76535426686567
2005-12-07,110.56229325131781,91.72299164262469,101.07644709397707,205.85570324987583
2005-12-08,111.57477319456038,92.1350235093356,101.09503093007648,211.70515219017742
2005-12-09,110.29133258732271,92.17660083962936,101.09295736463847,221.79670350230865
2005-12-12,109.97755238308633,91.35081746220858,101.08436845384922,241.5715184084108
2005-12-13,109.51020793090483,91.46827347417542,101.08962479538144,243.58028852066093
2005-12-14,108.84950083380542,92.70102239007815,101.090637443166,238.92966726099206
2005-12-15,110.82561371221755,93.0030347891677,101.12983415425614,242.36696436116526
2005-12-16,111.32984998566839,92.99883974610188,101.14173215485351,240.62522119274465
2005-12-19,109.98177469580665,93.62677353028943,101.1426490999794,247.50204551407927
2005-12-20,111.0462464417829,93.77320681443778,101.13702444024912,238.06852264894013
2005-12-21,113.458344365418,93.91923095673693,101.1230646139777,255.17375463649103
2005-12-22,114.68649152837014,93.33225914605075,101.11775343762336,261.9311238349987
2005-12-23,113.00132266684588,93.49121221105727,101.1239715906689,248.90787678634663
2005-12-26,112.51063242103692,94.10008873578127,101.1434615034499,243.81251672811453
2005-12-27,113.99229748340993,93.65627762619457,101.15986382878428,249.9766899380828
2005-12-28,113.24260494970422,94.48485236615478,101.16723934217306,258.9984290917356
2005-12-29,113.80181893388475,94.46120884095,101.16902830608178,249.32040142847475
2005-12-30,114.74026748623555,93.98638851620986,101.1768063059866,254.85301448738218
2006-01-02,113.73407511747855,94.57716744863068,101.17661773268047,240.1683337955911
2006-01-03,113.72324154186002,94.44279548012494,101.19906238927963,239.71679908387654
2006-01-04,110.09402887646678,94.90151257386674,101.20220775550328,247.90586180575303
2006-01-05,109.02128626524747,94.76385301459199,101.20639410770431,244.00246702407938
2006-01-06,108.8004438610349,94.75826603526498,101.18902888764778,233.16688623960044
2006-01-09,107.49725044256434,95.06730696995594,101.19211075285912,234.3761932123975
2006-01-10,109.30579633542573,95.26175596127031,101.20563491794996,230.31174298919527
2006-01-11,107.79722181169113,94.14974731916458,101.19988924556334,234.8458329216482
2006-01-12,107.37676469120213,93.54460335448184,101.19735195855513,228.79625288653145
2006-01-13,107.57083807557612,94.09431446577389,101.21043385173938,223.67599713300467
2006-01-16,109.17501325062176,94.0479429496224,101.20054906160772,210.29344665080777
2006-01-17,107.66199806343626,93.78062222240342,101.21631409333693,211.5338291789412
2006-01-18,108.96811439878763,93.04430891015394,101.21598874472855,210.68195111046086
2006-01-19,109.03374922962537,92.46944228391718,101.21711661250261,203.3393606383108
2006-01-20,108.01809042298946,91.37545556071636,101.21080189517426,204.68423932331925
2006-01-23,108.57125481687844,91.34734076651937,101.21968867178617,211.15473981134545
2006-01-24,108.84166205360566,91.04675087914435,101.2496484038695,209.95811781306566
2006-01-25,108.24279685960659,90.54603678292807,101.2626235183621,211.81519914864487
2006-01-26,108.3724739870959,90.53619075699673,101.2589346702288,213.72139561077722
2006-01-27,108.0090863465617,90.7610667010128,101.27549679002996,206.1706411840546
2006-01-30,108.18569993718572,91.92818028388547,101.2773533770357,219.05580621616147
2006-01-31,108.95612349188373,91.1218505885997,101.29633766482209,216.136779186809
2006-02-01,110.73866399443104,91.78305682099358,101.30957381822734,220.56401388942928
2006-02-02,109.42329298031139,92.34647715324334,101.28482245514981,225.8303013732621
2006-02-03,111.8120399857195,91.94250227724667,101.2797168935371,225.06522132555708
2006-02-06,109.6852768147539,92.08220116123393,101.29434558618252,229.34232720104632
2006-02-07,109.57363355150798,91.85698656004084,101.30094650587536,231.21710363487077
2006-02-08,110.27306090823761,91.98688441662412,101.29564080855127,221.56860055786584
2006-02-09,110.63805577214639,92.84740204254662,101.29428760499354,219.5372195157252
2006-02-10,110.00443215800047,93.21263005532295,101.28004323132996,215.678517633898
2006-02-13,109.83049067437949,93.52504618916304,101.28421218845342,212.86340586673504
2006-02-14,109.3439405741516,93.31163550887347,101.31166719579213,204.70645986056786
2006-02-15,108.75417789484061,92.50875047197454,101.32488769353158,211.78787278113614
2006-02-16,109.73253275978057,92.4207922950948,101.35214831358101,222.1357815753085
2006-02-17,110.17916116125454,93.1176126227568,101.36615920506829,228.83097386426024
2006-02-20,109.47080876217115,92.29231055726459,101.38164267649836,237.73613183388943
2006-02-21,110.5103434258125,91.73573843663118,101.40672529264583,235.46835614799087
2006-02-22,110.90519635339203,91.83275874230709,101.41562133208078,231.16218030224672
2006-02-23,111.86215528054942,91.31776717812176,101.41879333563331,225.94771366760605
2006-02-24,112.62240275103339,90.91093367851397,101.43433736322658,230.49422174241076
2006-02-27,111.74507985242228,90.70714850319871,101.4541560122032,232.24871877143215
2006-02-28,111.17497764166227,89.9911330836671,101.4543592792296,231.89647843904714
2006-03-01,112.06136862889646,89.4921564513768,101.45211136430112,241.09220721542917
2006-03-02,112.80138858635948,89.89671178540058,101.45859269363591,244.21392712472584
2006-03-03,112.8342119924244,89.21851133187525,101.47210189375713,238.26494201126422
2006-03-06,113.02301452682842,88.38991824644492,101.48527389647286,233.588452884204
2006-03-07,114.52358141486296,88.08230808331355,101.47589495626974,238.55449643601645
2006-03-08,113.90335446444996,88.49556675619064,101.50036694466348,246.20064171574145
2006-03-09,114.58346841102203,88.41755518418546,101.49893411545014,250.47232304521333
2006-03-10,114.40908079119654,88.19761771206981,101.50131868069036,264.9262448407849
2006-03-13,114.21723826792464,88.24755103897613,101.49723168583924,278.1328750978075
2006-03-14,115.52933946212562,87.3496988696054,101.52969383812611,282.03537834093186
2006-03-15,116.54070218765496,87.63517811858434,101.53722805892218,275.165724236617
2006-03-16,117.54704238090817,87.8630830556637,101.53366435524119,264.5719469438084
2006-03-17,119.14036762881808,87.67366335385123,101.547512770834,261.70889422669245
2006-03-20,119.22496186676995,88.22912397489713,101.56040052900977,267.8319410874213
2006-03-21,120.09763251767905,87.65872475351516,101.56357198586574,282.72323962830484
2006-03-22,119.78505830477974,88.27824875486098,101.5771876665036,286.4900775582629
2006-03-23,120.2332536882649,88.38656281094225,101.57388344224844,296.76409413921203
2006-03-24,120.13689508639347,88.23459842003881,101.57395537407994,294.8175517968007
2006-03-27,120.31349147463801,88.25054754614962,101.55861550617233,300.5615039032648
2006-03-28,121.08970241743506,88.22022566452212,101.55024757303653,308.2260341138879
2006-03-29,120.15946627819847,88.89261352720064,101.57368162099883,290.1677401571617
2006-03-30,122.73374739427413,88.3450283818323,101.59543289996348,286.80087625992115
2006-03-31,121.56039143621894,87.96734318740225,101.60118105423244,295.20156403278736
2006-04-03,120.14519920145827,88.5406982632767,101.62315669318984,297.86842974273526
2006-04-04,121.59668641699943,88.25088599874756,101.62661112356099,287.41460272984136
2006-04-05,122.6201203636664,88.75419831622133,101.62921875770094,266.6909546958879
2006-04-06,123.44672689473111,89.68581704528626,101.63487453194433,263.97779497442565
2006-04-07,124.28412222295526,89.49651089874388,101.63868663660422,263.6220662095499
2006-04-10,124.33104348993331,89.88923715733154,101.64158134376649,256.8423160304039
2006-04-11,123.27764328885091,89.29397681397508,101.6582851020053,258.1502978816883
2006-04-12,123.4327321833421,89.7251238327297,101.66489426957179,262.278534809239
2006-04-13,122.65860934761488,89.85940142090679,101.6772209526103,267.7655630906893
2006-04-14,123.91600695677305,90.1414008626376,101.69279160421343,249.05475681524635
2006-04-17,123.79573732515881,89.81928665730999,101.70182381351577,239.43413195808344
2006-04-18,122.83570485245359,88.95104847852,101.69704106836257,237.4375674821423
2006-04-19,122.50234614098936,89.24632258591426,101.688367674629,241.70317942849326
2006-04-20,123.06944803350162,88.16818962246418,101.69496501900228,245.44402446882424
2006-04-21,122.43721006195318,88.02675876908998,101.69830817686041,249.11490945938164
2006-04-24,121.49172495409226,88.55026193139986,101.7042818483163,246.44874760998837
2006-04-25,121.84853061330337,88.67878257863286,101.70920378595547,244.22356109907048
2006-04-26,122.20794304599978,89.74204613612243,101.74056656813457,239.08268492035057
2006-04-27,121.64952219048966,90.32094110715659,101.73211979917171,244.7838085089147
2006-04-28,121.13733110346602,89.99367308255661,101.71696225993014,238.2200130211424
2006-05-01,121.47899886996005,90.03541937274416,101.72542894422627,244.48545946547443
2006-05-02,119.78062000855144,90.03683975213856,101.72668604109052,246.2055606658709
2006-05-03,118.1546414832117,89.20912562985849,101.73498762908775,246.069819082215
2006-05-04,117.36484361007564,88.73253537705044,101.7460145116741,241.41877665960862
2006-05-05,117.17301411608392,88.46060871556361,101.76416706589471,231.79431394594238
2006-05-08,117.59590038886809,87.40639506720778,101.75391711622885,227.47608260690367
2006-05-09,119.38965676632749,87.45752438282264,101.7533399894011,225.4060033817444
2006-05-10,120.47330847507493,87.35306239857657,101.76279044541552,209.56655912481824
2006-05-11,120.34086189073913,86.50247388521134,101.77571903748117,208.49344114724718
2006-05-12,120.37814805319549,86.73821710431321,101.80313181394835,214.44190935545157
2006-05-15,119.23151084438162,87.1367997227329,101.8179513362737,218.26252160279108
2006-05-16,119.2690531080554,87.28163911013975,101.82246402399129,215.18803724986944
2006-05-17,118.98440720925478,87.13811239277877,101.81848851095052,215.66319157762172
